query_id,agent_exp,preset6_exp,delta_exp,agent_linear,preset6_linear,delta_linear
PLAIN-1225,0.5363559634917963,0.5363559634917963,0.0,0.5363559634917963,0.5363559634917963,0.0
PLAIN-123,0.031938549095869656,0.02988761433588937,0.0020509347599802843,0.04538697066857469,0.04247244516790241,0.0029145255006722756
PLAIN-1236,0.3391602052736161,0.3391602052736161,0.0,0.3391602052736161,0.3391602052736161,0.0
PLAIN-1249,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1262,0.28165758790969186,0.2082936658103318,0.07336392209936007,0.28165758790969186,0.2082936658103318,0.07336392209936007
PLAIN-1275,0.4537425745411855,0.4537425745411855,0.0,0.4537425745411855,0.4537425745411855,0.0
PLAIN-1288,0.7381919257729245,0.7381919257729245,0.0,0.7381919257729245,0.7381919257729245,0.0
PLAIN-1299,0.30523488393970116,0.30523488393970116,0.0,0.30523488393970116,0.30523488393970116,0.0
PLAIN-1309,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1320,0.34222207292834145,0.4376825060178087,-0.09546043308946728,0.34222207292834145,0.4376825060178087,-0.09546043308946728
PLAIN-133,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1331,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1342,0.32730659600126993,0.39092738420022166,-0.06362078819895173,0.32730659600126993,0.39092738420022166,-0.06362078819895173
PLAIN-1353,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1363,0.22009176629808017,0.22009176629808017,0.0,0.22009176629808017,0.22009176629808017,0.0
PLAIN-1374,0.12987501165334076,0.08514311764162098,0.04473189401171977,0.12987501165334076,0.08514311764162098,0.04473189401171977
PLAIN-1387,0.6530488081313035,0.6569815082938862,-0.003932700162582736,0.6530488081313035,0.6569815082938862,-0.003932700162582736
PLAIN-1398,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1409,0.06362078819895171,0.06362078819895171,0.0,0.06362078819895171,0.06362078819895171,0.0
PLAIN-1419,0.31488013066763093,0.31488013066763093,0.0,0.31488013066763093,0.31488013066763093,0.0
PLAIN-1429,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-143,0.5212560199520619,0.5212560199520619,0.0,0.43929373490672136,0.43929373490672136,0.0
PLAIN-1441,0.4170606134915054,0.4288398090337664,-0.011779195542260978,0.4170606134915054,0.4288398090337664,-0.011779195542260978
PLAIN-1453,0.28371255449703187,0.30523488393970116,-0.021522329442669297,0.28371255449703187,0.30523488393970116,-0.021522329442669297
PLAIN-1463,0.40853591842579556,0.40350157154648025,0.00503434687931531,0.40853591842579556,0.40350157154648025,0.00503434687931531
PLAIN-1473,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1485,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1496,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1506,0.2984900352767555,0.2984900352767555,0.0,0.2984900352767555,0.2984900352767555,0.0
PLAIN-1516,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1527,0.8643145546088337,0.8603818544462508,0.003932700162582847,0.8643145546088337,0.8603818544462508,0.003932700162582847
PLAIN-153,0.48117844286715195,0.4210846512396498,0.06009379162750217,0.5679779905081596,0.4970439087416823,0.07093408176647725
PLAIN-1537,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1547,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1557,0.2781981696179509,0.2781981696179509,0.0,0.2781981696179509,0.2781981696179509,0.0
PLAIN-1568,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1579,0.3391602052736161,0.3391602052736161,0.0,0.3391602052736161,0.3391602052736161,0.0
PLAIN-1590,0.22009176629808017,0.22009176629808017,0.0,0.22009176629808017,0.22009176629808017,0.0
PLAIN-1601,0.6618313225363274,0.5806020001118017,0.08122932242452563,0.6618313225363274,0.5806020001118017,0.08122932242452563
PLAIN-1611,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1621,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1635,0.6812060741152736,0.5017100640839688,0.17949601003130478,0.6812060741152736,0.5017100640839688,0.17949601003130478
PLAIN-1645,0.3026024134988135,0.3026024134988135,0.0,0.3026024134988135,0.3026024134988135,0.0
PLAIN-165,0.2851913808763755,0.16262255940396786,0.12256882147240766,0.3182830510707351,0.21454222631433517,0.10374082475639995
PLAIN-1656,0.08514311764162098,0.09478836436955078,-0.009645246727929796,0.08514311764162098,0.09478836436955078,-0.009645246727929796
PLAIN-1667,0.7280855459907165,0.7479350596733328,-0.019849513682616338,0.7280855459907165,0.7479350596733328,-0.019849513682616338
PLAIN-1679,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1690,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1700,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1710,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1721,0.6621137423456801,0.6621137423456801,0.0,0.6621137423456801,0.6621137423456801,0.0
PLAIN-1731,0.7653606369886217,0.7653606369886217,0.0,0.7653606369886217,0.7653606369886217,0.0
PLAIN-1741,0.9363792118010481,1.0,-0.0636207881989519,0.9363792118010481,1.0,-0.0636207881989519
PLAIN-175,0.3249649487838764,0.3249649487838764,0.0,0.36864024334781587,0.36864024334781587,0.0
PLAIN-1752,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1762,0.2354078440015845,0.26852556974265224,-0.03311772574106775,0.2354078440015845,0.26852556974265224,-0.03311772574106775
PLAIN-1772,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1784,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1794,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1805,0.9266360779006398,0.9305687780632227,-0.003932700162582847,0.9266360779006398,0.9305687780632227,-0.003932700162582847
PLAIN-1817,0.538431315257452,0.538431315257452,0.0,0.538431315257452,0.538431315257452,0.0
PLAIN-1827,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1837,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1847,0.33013764944712026,0.33013764944712026,0.0,0.33013764944712026,0.33013764944712026,0.0
PLAIN-1857,0.6274092458891772,0.6274092458891772,0.0,0.6274092458891772,0.6274092458891772,0.0
PLAIN-186,0.22009176629808017,0.13886244387355454,0.08122932242452563,0.22009176629808017,0.13886244387355454,0.08122932242452563
PLAIN-1867,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1877,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1887,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1897,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1909,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1919,0.8572048559638626,0.7935840677649109,0.06362078819895178,0.8572048559638626,0.7935840677649109,0.06362078819895178
PLAIN-1929,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1940,0.3589542101716347,0.3589542101716347,0.0,0.3589542101716347,0.3589542101716347,0.0
PLAIN-1950,0.2489083270225946,0.2489083270225946,0.0,0.2489083270225946,0.2489083270225946,0.0
PLAIN-196,0.6749359875559982,0.6691255538181726,0.005810433737825527,0.6749359875559982,0.6691255538181726,0.005810433737825527
PLAIN-1962,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1972,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-1983,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-1995,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2,0.6959160642261717,0.7952671817120733,-0.09935111748590164,0.7013680141657874,0.8081027286021778,-0.10673471443639038
PLAIN-2009,0.12647135138382856,0.12647135138382856,0.0,0.12647135138382856,0.12647135138382856,0.0
PLAIN-2019,0.46927872602275644,0.46927872602275644,0.0,0.46927872602275644,0.46927872602275644,0.0
PLAIN-2030,0.3026024134988135,0.3026024134988135,0.0,0.3026024134988135,0.3026024134988135,0.0
PLAIN-2040,0.7573821447149965,0.7573821447149965,0.0,0.7573821447149965,0.7573821447149965,0.0
PLAIN-2051,0.7097402150304354,0.7133080652109928,-0.003567850180557386,0.7097402150304354,0.7133080652109928,-0.003567850180557386
PLAIN-2061,0.9266360779006398,0.933745776545611,-0.00710969864497113,0.9266360779006398,0.933745776545611,-0.00710969864497113
PLAIN-207,0.4658230948382866,0.2866919347890071,0.17913116004927948,0.4658230948382866,0.2866919347890071,0.17913116004927948
PLAIN-2071,0.5810820381115674,0.5810820381115674,0.0,0.5810820381115674,0.5810820381115674,0.0
PLAIN-2081,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-2092,0.6489315753318465,0.6489315753318465,0.0,0.6489315753318465,0.6489315753318465,0.0
PLAIN-2102,0.5199967979955745,0.5352543167750637,-0.01525751877948922,0.5199967979955745,0.5352543167750637,-0.01525751877948922
PLAIN-2113,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2124,0.3589542101716347,0.3589542101716347,0.0,0.3589542101716347,0.3589542101716347,0.0
PLAIN-2134,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2145,0.14829723057014912,0.14829723057014912,0.0,0.14829723057014912,0.14829723057014912,0.0
PLAIN-2156,0.644824486427155,0.644824486427155,0.0,0.644824486427155,0.644824486427155,0.0
PLAIN-2167,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-217,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2177,0.29727159644205703,0.29727159644205703,0.0,0.29727159644205703,0.29727159644205703,0.0
PLAIN-2187,0.3833427799846345,0.3833427799846345,0.0,0.3833427799846345,0.3833427799846345,0.0
PLAIN-2197,0.8579809428223729,0.8579809428223729,0.0,0.8579809428223729,0.8579809428223729,0.0
PLAIN-2209,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2220,0.2350455494144854,0.2350455494144854,0.0,0.2350455494144854,0.2350455494144854,0.0
PLAIN-2230,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2240,0.5517854393872873,0.5517854393872873,0.0,0.5517854393872873,0.5517854393872873,0.0
PLAIN-2250,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2261,0.5481540639795447,0.44903378752009243,0.09912027645945226,0.5481540639795447,0.44903378752009243,0.09912027645945226
PLAIN-227,0.11004588314904008,0.09478836436955078,0.015257518779489304,0.11004588314904008,0.09478836436955078,0.015257518779489304
PLAIN-2271,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2281,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2291,0.4703652827859579,0.45221360703148816,0.018151675754469743,0.4703652827859579,0.45221360703148816,0.018151675754469743
PLAIN-23,0.17027058252831592,0.1781863519963335,-0.007915769468017586,0.22227876206527933,0.2354691338950244,-0.013190371829745084
PLAIN-2301,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2311,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2321,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2332,0.5033242827953464,0.5100691314582919,-0.006744848662945557,0.5033242827953464,0.5100691314582919,-0.006744848662945557
PLAIN-2343,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2354,0.5531464700081437,0.5087403079104241,0.044406162097719526,0.5531464700081437,0.5087403079104241,0.044406162097719526
PLAIN-2364,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2375,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-238,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2386,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2396,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2408,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2430,0.4537425745411855,0.43735247915031006,0.016390095390875437,0.4537425745411855,0.43735247915031,0.016390095390875492
PLAIN-2440,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2450,0.33013764944712026,0.314880130667631,0.015257518779489276,0.33013764944712026,0.31488013066763093,0.015257518779489332
PLAIN-2460,0.0,0.12375197061953801,-0.12375197061953801,0.0,0.11496943328345771,-0.11496943328345771
PLAIN-2470,0.2057604018323746,0.17559860839838817,0.030161793433986422,0.22925201174023274,0.1779671714627591,0.05128484027747365
PLAIN-248,0.06943122193677727,0.17947710508581735,-0.11004588314904008,0.06943122193677727,0.17947710508581735,-0.11004588314904008
PLAIN-2480,0.13908892167928474,0.20552763195466406,-0.06643871027537931,0.14951771144329154,0.21522879511039755,-0.06571108366710601
PLAIN-2490,0.49759406343924806,0.5797960522822956,-0.08220198884304752,0.4622803757582444,0.5386485824602897,-0.0763682067020453
PLAIN-2500,0.051625283871278245,0.0457204806778428,0.005904803193435448,0.06760523069231983,0.059872671137193724,0.007732559555126105
PLAIN-2510,0.660296120435178,0.8318477135310891,-0.17155159309591106,0.6718679907579742,0.8318477135310891,-0.1599797227731149
PLAIN-2520,0.07572072493974935,0.08312090131598301,-0.007400176376233664,0.11358108740962401,0.12468135197397451,-0.011100264564350495
PLAIN-2530,0.9048032373092418,0.9035650050446238,0.0012382322646180555,0.9286024279819313,0.9276737537834677,0.0009286741984635416
PLAIN-2540,0.23973958910879306,0.25290310399217214,-0.01316351488337908,0.24974305332758034,0.26153852146527945,-0.011795468137699106
PLAIN-2550,0.16918058703364858,0.21697113238776453,-0.04779054535411595,0.17670908943366181,0.2206833584368779,-0.04397426900321608
PLAIN-2560,0.7917267193679839,0.7818048722226499,0.00992184714533395,0.7917267193679838,0.7818048722226499,0.00992184714533384
PLAIN-2570,0.25381658463571466,0.1601404351965604,0.09367614943915425,0.2444521888215188,0.15423215925316427,0.09022002956835454
PLAIN-2580,0.39748251179391547,0.39748251179391547,0.0,0.37456050428247883,0.37456050428247883,0.0
PLAIN-259,0.3589542101716347,0.3589542101716347,0.0,0.3589542101716347,0.3589542101716347,0.0
PLAIN-2590,0.0,0.022146236758459777,-0.022146236758459777,0.0,0.03285554183355299,-0.03285554183355299
PLAIN-2600,0.1958036527888205,0.21795828643509807,-0.022154633646277566,0.17759747898211192,0.1976921351711604,-0.020094656189048488
PLAIN-2610,0.266379247589265,0.266379247589265,0.0,0.28952298823485745,0.28952298823485745,0.0
PLAIN-2620,0.09457085149901064,0.24847280551195383,-0.1539019540129432,0.10517431619883591,0.2626633251188907,-0.15748900892005477
PLAIN-2630,0.44409732781325567,0.44409732781325567,0.0,0.4440973278132557,0.4440973278132557,0.0
PLAIN-2640,0.4483070235597217,0.5071907032525866,-0.058883679692864954,0.5172188290573357,0.6009053751727896,-0.0836865461154539
PLAIN-2650,0.5739723394665964,0.49857235572538383,0.0753999837412126,0.5739723394665964,0.4985723557253838,0.07539998374121265
PLAIN-2660,0.15457433957839825,0.16104258782393982,-0.006468248245541569,0.15457433957839825,0.1610425878239398,-0.006468248245541541
PLAIN-2670,0.3406992958233561,0.3406992958233561,0.0,0.2996484034259831,0.2996484034259831,0.0
PLAIN-2680,0.2593757093377011,0.2855599201708855,-0.026184210833184396,0.2457276665159763,0.2705340951674102,-0.024806428651433926
PLAIN-2690,0.026132756326225113,0.046287481291184845,-0.020154724964959733,0.039199134489337664,0.06943122193677727,-0.030232087447439604
PLAIN-270,0.13886244387355454,0.22009176629808017,-0.08122932242452563,0.13886244387355454,0.22009176629808017,-0.08122932242452563
PLAIN-2700,0.21495732275579915,0.21495732275579915,0.0,0.1890570933316362,0.1890570933316362,0.0
PLAIN-2710,0.6212214799065146,0.5709902424223862,0.05023123748412839,0.5905274585701323,0.5304677109628313,0.06005974760730104
PLAIN-2720,0.1845419088947276,0.10722785879308401,0.07731405010164359,0.19760828705784014,0.11827022936881551,0.07933805768902463
PLAIN-2730,0.38058140079710756,0.3098421742912402,0.07073922650586734,0.37177129199483133,0.31400945942777186,0.05776183256705947
PLAIN-2740,0.4775498912169242,0.4764038546243287,0.0011460365925954896,0.45705207997306296,0.4554550244646151,0.0015970555084478533
PLAIN-2750,0.4931678611984141,0.48852138167239917,0.004646479526014935,0.5460948209726927,0.5238775486533085,0.022217272319384196
PLAIN-2760,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2770,0.36709216028347996,0.37775585437156195,-0.010663694088081987,0.3869759637917175,0.38993584451957525,-0.0029598807278577444
PLAIN-2780,0.35039880987441596,0.35039880987441596,0.0,0.3957428347866484,0.3957428347866484,0.0
PLAIN-2790,0.6275071330616557,0.6421867266689009,-0.014679593607245134,0.6275071330616558,0.6421867266689009,-0.014679593607245023
PLAIN-280,0.3963918729015093,0.40350157154648025,-0.007109698644970963,0.3963918729015093,0.40350157154648025,-0.007109698644970963
PLAIN-2800,0.040453179271640535,0.13893736204544566,-0.09848418277380512,0.05336845745288964,0.13998627114565382,-0.08661781369276418
PLAIN-2810,0.03839956596878739,0.043358872528941626,-0.004959306560154239,0.05184819766823351,0.05854439592831931,-0.0066961982600858005
PLAIN-2820,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2830,0.3631143808977028,0.3631143808977028,0.0,0.31939394323979897,0.31939394323979897,0.0
PLAIN-2840,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2850,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2860,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-2870,0.0,0.060833077212963056,-0.060833077212963056,0.0,0.07623986638854101,-0.07623986638854101
PLAIN-2880,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2890,0.22923304007788126,0.19745059339488416,0.031782446682997095,0.18038951854077967,0.15537907391531902,0.02501044462546065
PLAIN-2900,0.09790182639441025,0.09790182639441025,0.0,0.08879873949105596,0.08879873949105596,0.0
PLAIN-291,0.14279514403613733,0.3589542101716347,-0.21615906613549737,0.14279514403613733,0.3589542101716347,-0.21615906613549737
PLAIN-2910,0.242496821534539,0.242496821534539,0.0,0.20436662668128655,0.20436662668128655,0.0
PLAIN-2920,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2930,0.4584660801557625,0.4584660801557625,0.0,0.36077903708155934,0.36077903708155934,0.0
PLAIN-2940,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2950,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2960,0.35583989829307827,0.35583989829307827,0.0,0.3273949503887395,0.3273949503887395,0.0
PLAIN-2970,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-2981,0.6007188761797404,0.591226240967785,0.009492635211955425,0.5146297957850003,0.5030904516575294,0.01153934412747093
PLAIN-2991,0.3065735963827292,0.3065735963827292,0.0,0.3065735963827292,0.3065735963827292,0.0
PLAIN-3001,0.3065735963827292,0.20438239758848614,0.10219119879424304,0.3065735963827292,0.20438239758848611,0.10219119879424307
PLAIN-3014,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3026,0.38685280723454163,0.3010299956639812,0.08582281157056043,0.38685280723454163,0.3010299956639812,0.08582281157056043
PLAIN-3037,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3053,0.7653606369886218,0.7653606369886218,0.0,0.7653606369886217,0.7653606369886217,0.0
PLAIN-3063,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-307,0.4632423659320676,0.4441228664487979,0.019119499483269686,0.4632423659320675,0.4441228664487979,0.01911949948326963
PLAIN-3074,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-3085,0.3868528072345416,0.3868528072345416,0.0,0.38685280723454163,0.38685280723454163,0.0
PLAIN-3097,0.515157140670655,0.515157140670655,0.0,0.4770382338730848,0.4770382338730848,0.0
PLAIN-3116,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3131,0.14123014811760348,0.15338062016383883,-0.012150472046235344,0.13106462776298736,0.14234052824960539,-0.011275900486618029
PLAIN-3141,0.10747866137789958,0.10256070754442634,0.0049179538334732376,0.0945285466658181,0.09020315758404258,0.004325389081775516
PLAIN-3151,0.1771455954876724,0.0830608056627429,0.09408478982492949,0.164573773006754,0.07716607426375235,0.08740769874300164
PLAIN-3161,0.5508515345956432,0.6127018583829389,-0.06185032378729571,0.4698298591680212,0.5428373330848985,-0.07300747391687723
PLAIN-3171,0.24266819613028742,0.17062500922867552,0.0720431869016119,0.28644299519538946,0.20140397249445238,0.08503902270093708
PLAIN-3181,0.06625422345438903,0.0,0.06625422345438903,0.06625422345438903,0.0,0.06625422345438903
PLAIN-3191,0.20318853067091303,0.07115951484599434,0.1320290158249187,0.23204417682216416,0.09681446384354928,0.13522971297861489
PLAIN-320,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3201,0.2648831142173101,0.2765095475318602,-0.0116264333145501,0.255758694420649,0.25660478003987325,-0.0008460856192242239
PLAIN-3211,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3221,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3231,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3241,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3251,0.059119630043357706,0.0509406755728625,0.008178954470495207,0.06978419164318801,0.06012983951359322,0.009654352129594791
PLAIN-3261,0.1135664319411187,0.1135664319411187,0.0,0.09988280114199435,0.09988280114199435,0.0
PLAIN-3271,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3281,0.38434836867631483,0.38434836867631483,0.0,0.3239134396887189,0.3239134396887189,0.0
PLAIN-3292,0.5119104489654982,0.4902313182833249,0.02167913068217331,0.5454816593936818,0.527912744563727,0.017568914829954707
PLAIN-33,0.22984017502812992,0.09898677548810124,0.13085339954002867,0.22732300053290733,0.09790268744042861,0.1294203130924787
PLAIN-3302,0.24924199037643663,0.24924199037643663,0.0,0.2942026330205877,0.2942026330205877,0.0
PLAIN-3312,0.10980706463860687,0.11020731481643126,-0.000400250177824385,0.12330244315229932,0.12065389290783829,0.0026485502444610343
PLAIN-332,0.6131471927654584,0.6131471927654584,0.0,0.6131471927654584,0.6131471927654584,0.0
PLAIN-3322,0.06943122193677727,0.08514311764162098,-0.015711895704843715,0.06943122193677727,0.08514311764162098,-0.015711895704843715
PLAIN-3332,0.4047089243790467,0.3743563894596167,0.03035253491943002,0.40002463543928024,0.37210216667371354,0.0279224687655667
PLAIN-3342,0.6364391809889588,0.6364391809889588,0.0,0.6364391809889587,0.6364391809889587,0.0
PLAIN-3352,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3362,0.6573548268593186,0.6573548268593186,0.0,0.5880534728737216,0.5880534728737216,0.0
PLAIN-3372,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3382,0.16503495352212516,0.21231880256938376,-0.0472838490472586,0.2086272916221447,0.2684006981258608,-0.059773406503716126
PLAIN-3392,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3402,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3412,0.18329273373298455,0.21231880256938376,-0.029026068836399216,0.23170768250378496,0.2684006981258608,-0.03669301562207586
PLAIN-3422,0.04855469802659534,0.024178167691963102,0.024376530334632236,0.07114605225042078,0.035427698077529615,0.03571835417289117
PLAIN-3432,0.24618570546556076,0.28323251649726616,-0.0370468110317054,0.24618570546556076,0.28323251649726616,-0.0370468110317054
PLAIN-344,0.03192701970879785,0.05904853182922412,-0.027121512120426274,0.04449179286568977,0.082286886503377,-0.037795093637687224
PLAIN-3442,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-3452,0.5659931371206232,0.574874587725796,-0.00888145060517287,0.5535378632977889,0.5647652605605431,-0.011227397262754235
PLAIN-3462,0.6216966993238303,0.6975961695061491,-0.0758994701823188,0.6216966993238303,0.6975961695061491,-0.0758994701823188
PLAIN-3472,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-358,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-371,0.09810357436897517,0.09180385079206221,0.006299723576912955,0.13539213147917573,0.12669792223864473,0.008694209240530992
PLAIN-383,0.14606834984270645,0.10699313236726378,0.03907521747544267,0.14606834984270645,0.10699313236726378,0.03907521747544267
PLAIN-395,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-407,0.7262287617954056,0.7262287617954056,0.0,0.6387878864795979,0.6387878864795979,0.0
PLAIN-418,0.7958830702855284,0.7958830702855284,0.0,0.7606220037494031,0.7606220037494031,0.0
PLAIN-430,0.6051958559375978,0.6278760013165627,-0.0226801453789649,0.5758211900829147,0.5974004989549763,-0.02157930887206161
PLAIN-44,0.0386156846136175,0.0,0.0386156846136175,0.05487565949361938,0.0,0.05487565949361938
PLAIN-441,0.9653510944769973,0.974189378647292,-0.008838284170294752,0.9530110350236258,0.9649970362857294,-0.011986001262103585
PLAIN-457,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-468,0.2855938966541961,0.2855938966541961,0.0,0.2406871186625798,0.2406871186625798,0.0
PLAIN-478,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-488,0.933745776545611,0.933745776545611,0.0,0.933745776545611,0.933745776545611,0.0
PLAIN-499,0.4537425745411855,0.4690000933206748,-0.015257518779489332,0.4537425745411855,0.4690000933206748,-0.015257518779489332
PLAIN-510,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-520,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-531,0.4569970750177365,0.3183191637810562,0.13867791123668033,0.4569970750177365,0.3183191637810562,0.13867791123668033
PLAIN-541,0.3482538302146054,0.3266516701661092,0.02160216004849619,0.3482538302146054,0.3266516701661092,0.02160216004849619
PLAIN-551,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-56,0.7403504686688464,0.7326468245503235,0.007703644118522868,0.7073542893033558,0.6968732710362916,0.010481018267064157
PLAIN-561,0.3589542101716347,0.3589542101716347,0.0,0.3589542101716347,0.3589542101716347,0.0
